genre_id,genre_name,title,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,video,vote_average,vote_count,certification,production_names,production_ids,keyword_id,keyword_name,simple_title,simpleTitleBook,num_months_wait,R,family,based_novel,non_fiction,both,drama,history,crime,horror,mystery,thriller,action,adventure,war,animation,comedy,romance,fantasy,science fiction,western,documentary,music,adventure_fantasy,adventure_fantasy_family
"14, 18, 53, 878","Fantasy, Drama, Thriller, Science Fiction",Tideland,FALSE,12000000,11559,tt0410764,en,Tideland,"Because of the actions of her irresponsible parents, a young girl is left alone on a decrepit country estate and survives inside her fantastic imagination.",6.343863,/eOt9f6wUQJvUoI2XDwiR2ShBEEQ.jpg,2005-09-09,566611,120,Released,The squirrels made it seem less lonely.,FALSE,6.3,194,R,", recorded picture company (rpc)",", 11561","572, 1533, 2343, 4436, 13073, 13154, 14601, 14964, 40895, 159947, 170344, 197823, 202760, 202764","sex, isolation, magic, addicted, fear, world, explosion, drugs, illness, parents, imagination, lonely, hopeless, dolls",tideland,tideland,29,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 12, 37","Drama, Adventure, Western",True Grit,FALSE,38000000,44264,tt1403865,en,True Grit,"Following the murder of her father by hired hand Tom Chaney, 14-year-old farm girl Mattie Ross sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find, a man with ""true grit,"" Reuben J. ""Rooster"" Cogburn. Mattie insists on accompanying Cogburn, whose drinking, sloth, and generally reprobate character do not augment her faith in him. Against his wishes, she joins him in his trek into the Indian Nations in search of Chaney. They are joined by Texas Ranger LaBoeuf, who wants Chaney for his own purposes. The unlikely trio find danger and adventure on the journey, and each has his or her ""grit"" tested.",21.631659,/qc7vaF5fIeTllAykdP3wldlMyRh.jpg,2010-12-22,252276927,110,Released,Punishment Comes One Way or Another.,FALSE,7.2,2104,PG-13,", paramount, skydance productions, scott rudin productions, mike zoss productions",", 4, 6277, 258, 2092","697, 818, 2123, 5521, 5901, 7464, 10085, 159869","loss of loved one, based on novel, father murder, arkansas, texas ranger, alcoholism, betrayal, eye patch",true grit,true grit,28,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"18, 10749","Drama, Romance",Tulip Fever,FALSE,25000000,257785,tt0491203,en,Tulip Fever,An artist falls for a married young woman while he's commissioned to paint her portrait. The two invest in the risky tulip market in hopes to build a future together.,9.092476,/qoOWoobioQckgbk4B9Dqn2mBMSJ.jpg,2017-07-13,3425664,107,Released,NA,FALSE,6.2,130,R,", paramount, ruby films, worldview entertainment, the weinstein company",", 4, 2054, 9015, 308","818, 15060, 207941, 17th century","based on novel, period drama",tulip fever,tulip fever,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10752","Drama, War",Unbroken,FALSE,65000000,227306,tt1809398,en,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",10.684501,/1un8i8UtCjSCnY3OfdxtB5kDRvF.jpg,2014-12-25,163442937,137,Released,Survival. Resilience. Redemption.,FALSE,7.4,1744,PG-13,", legendary pictures, jolie pas, 3 arts entertainment",", 923, 39443, 787","220, 233, 1956, 1968, 3366, 5565, 6075, 6091, 10456, 14620, 15097, 187056, 208820, 241996, 243574","berlin, japan, world war ii, prisoner of war, u.s. air force, biography, sport, war, athlete, raft, shark, woman director, olympic athlete, based on non fiction book, bisexual director",unbroken,unbroken,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53, 878, 18","Thriller, Science Fiction, Drama",Under the Skin,FALSE,13300000,97370,tt1441395,en,Under the Skin,A seductive alien prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,8.727953,/vYbCF0Hn6f4kVtOtVF3FiktiiXd.jpg,2014-03-14,5380251,108,Released,A mysterious seductress preys upon the population of Scotland,FALSE,6,1382,R,", scottish screen, uk film council, filmnation entertainment, nick wechsler productions, creative scotland, silver reel, jw films, a24, british film institute (bfi), film4 productions",", 698, 2452, 7493, 8073, 8087, 12075, 27543, 41077, 7281, 6705","388, 3130, 9951, 188691, 202682, 212412","scotland, edinburgh, alien, prowler, lured, very little dialogue",under the skin,under the skin,35,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"35, 28, 14","Comedy, Action, Fantasy",Vampire Academy,FALSE,0,203739,tt1686821,en,Vampire Academy,"Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",8.917091,/cJZpKgiFfjDZ6L5aOJvbmDhsGqY.jpg,2014-02-07,0,104,Released,They suck at school.,FALSE,5.8,744,PG-13,", montford / murphy productions, preger entertainment",", 90892, 15682","2398, 3133, 3630, 3883, 4833, 6054, 10761, 18092, 33637, 223438","narration, vampire, half vampire, danger of life, royal family, friendship, superhuman, guardian, super power, based on young adult novel",vampire academy,vampire academy,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 10752","Drama, War",War Horse,FALSE,66000000,57212,tt1568911,en,War Horse,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",15.212169,/6wMoQyJddEiLCzLUHiX7LNWhDol.jpg,2011-12-25,177584879,146,Released,Separated by War. Tested by Battle. Bound by Friendship.,FALSE,7.1,1319,PG-13,", touchstone pictures, amblin entertainment, reliance entertainment, kennedy/marshall company, the, dreamworks",", 9195, 56, 7294, 7383, 7","2504, 2673, 11332, 13129, 18029, 33457, 156234, 157960, 157961","world war i, horse, farm life, execution, trapped, alcoholic, cavalry, plowing, artillery",war horse,war horse,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,Drama,Whip It,FALSE,15000000,22798,tt1172233,en,Whip It,"In Bodeen, Texas, Land Of The Dragon, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",9.506086,/At7kxW4HK54kALuD9qDhFgsxkKM.jpg,2009-09-13,16633035,111,Released,Be Your Own Hero,FALSE,6.7,479,PG-13,", dune entertainment, mandate pictures, vincent pictures, flower films (ii), rye road productions, babe ruthless productions, barry mendel productions",", 444, 771, 8818, 19813, 93521, 93522, 17032","5248, 6075, 10683, 11282, 179431, 187056, 243574","female friendship, sport, coming of age, roller derby, duringcreditsstinger, woman director, bisexual director",whip it,whip it,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 80, 9648, 53","Action, Crime, Mystery, Thriller",Whiteout,FALSE,40000000,22787,tt0365929,en,Whiteout,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good – in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.",7.888484,/oC28DSfylqtkf8AWkr0cVj7TcjS.jpg,2009-09-09,12206028,101,Released,See Your Last Breath,FALSE,5.3,284,R,", dark castle entertainment, studiocanal, canadian film or video production tax credit fund (cptc), manitoba film and video production tax credit, ontario media development corporation (omdc), don carmody productions, mcmurdo (canada) productions, warner bros. pictures",", 1786, 694, 8582, 11715, 11576, 4253, 20572, 174","3800, 9717, 13092, 160128","airplane, based on comic, corpse, stich",whiteout,whiteout,27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53, 80, 18","Thriller, Crime, Drama",Wild Card,FALSE,30000000,265208,tt2231253,en,Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",14.159478,/s5qUhHvFAZZ7Q4r5Dn3GdsfaPKI.jpg,2015-01-14,0,92,Released,Never bet against a man with a killer hand.,FALSE,5.4,774,R,", sj pictures, sj heat productions, current entertainment, lionsgate, sierra / affinity, silver state production services, cinema seven productions",", 59490, 45980, 972, 1632, 24049, 49969, 59488","395, 3088, 9714","gambling, bodyguard, remake",wild card,wild card,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 14, 9648, 10749","Drama, Fantasy, Mystery, Romance",Winter's Tale,FALSE,60000000,137321,tt1837709,en,Winter's Tale,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",6.032,/7svFBuWKSB1CQGHBW43z7x85vfD.jpg,2014-02-13,30800231,118,Released,This is not a true story. This is true love.,FALSE,6,611,PG-13,", weed road pictures, village roadshow pictures, warner bros. pictures",", 433, 79, 174","563, 1521, 2062, 4565, 6091, 9951, 11109, 13065, 14909, 204318","deja vu, time warp, restart, dystopia, war, alien, military officer, soldier, alien invasion, exoskeleton",winter's tale,winter's tale,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 10749","Drama, Romance",Wuthering Heights,FALSE,8000000,9364,tt1181614,en,Wuthering Heights,"A poor boy of unknown origins is rescued from poverty and taken in by the Earnshaw family where he develops an intense relationship with his young foster sister, Cathy. Based on the classic novel by Emily Bronte.",4.095983,/7xToLdWDxRJPWLin5vUWdcaXYUs.jpg,2011-09-05,100915,129,Released,Love is a force of nature.,FALSE,6,90,NR,", oscilloscope laboratories, ecosse films, film4 productions",", 4748, 1267, 6705","392, 818, 17981, 17982, 17984, 187056","england, based on novel, foster sister, moor, foster family, woman director",wuthering heights,wuthering heights,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 878, 53","Drama, Science Fiction, Thriller",Z for Zachariah,FALSE,0,193687,tt1598642,en,Z for Zachariah,"In the wake of a nuclear war, a young woman survives on her own, fearing she may actually be the proverbial last woman on earth, until she discovers the most astonishing sight of her life: another human being. A distraught scientist, he’s nearly been driven mad by radiation exposure and his desperate search for others. A fragile, imperative strand of trust connects them. But when a stranger enters the valley, their precarious bond begins to unravel.",8.041676,/xrwxzShNKYs8l0ISnfjFVfUD0CW.jpg,2015-08-13,121461,97,Released,After the end of the world she thought she was alone. She was wrong.,FALSE,5.5,391,PG-13,", palomar pictures, lucky hat entertainment, silver reel, material pictures, zik zak kvikmyndir, night fox entertainment",", 2380, 8510, 12075, 12139, 14938, 51295","128, 677, 818, 931, 1618, 2025, 4458, 4565, 4932, 5385, 6150, 14765, 40879, 180222, 188658, 217157","love triangle, nuclear war, based on novel, jealousy, radiation, tractor, post-apocalyptic, dystopia, farm, survivor, faith, church, drunk, valley, water wheel, open ended",z for zachariah,z for zachariah,3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10751, 35, 12, 28, 878","Family, Comedy, Adventure, Action, Science Fiction",Zoom,FALSE,75600000,14113,tt0383060,en,Zoom,"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a ragtag group of kids with special powers into a new generation of superheroes to save the world from certain destruction.",7.719586,/so67uRr24dSQLt9YyZgBP5pNtc3.jpg,2006-08-11,12506188,83,Released,They're going to save the world... as long as they're home for dinner.,FALSE,5,185,PG,", revolution studios, team todd, boxing cat films",", 497, 598, 12626","9715, 9963","superhero, kids and family",zoom,zoom,41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
