genre_id,genre_name,title,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,video,vote_average,vote_count,certification,production_names,production_ids,keyword_id,keyword_name,simple_title,simpleTitleBook,num_months_wait,R,family,based_novel,non_fiction,both,drama,history,crime,horror,mystery,thriller,action,adventure,war,animation,comedy,romance,fantasy,science fiction,western,documentary,music,adventure_fantasy,adventure_fantasy_family
"28, 12, 53","Action, Adventure, Thriller",Killer Elite,FALSE,66000000,49021,tt1448755,en,Killer Elite,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",10.585092,/cnhNUChZVkLxrvfqDEVLKgBPy1z.jpg,2011-09-23,57777106,116,Released,May the best man live.,FALSE,6.1,853,R,", open road films, current entertainment, omnilab media, ambience entertainment, international traders, sighvatsson films, palomar pictures (ii), film victoria, wales creative ip fund",", 10427, 972, 2729, 3427, 6408, 11369, 11371, 11840, 11841","534, 782, 818, 1310, 1562, 2908, 4289, 9748, 9849, 10084, 14601, 14819, 18034, 34079, 162365, 208289, 1980s","mexico, assassin, based on novel, mentor, hostage, secret society, secret agent, revenge, beating, rescue, explosion, violence, desert, death, military",killer elite,killer elite,7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
18,Drama,Labor Day,FALSE,18000000,130150,tt1967545,fr,Labor Day,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",10.752546,/of6NU4IAkRHke51kC2DQouMIUWa.jpg,2013-12-27,20275812,111,Released,NA,FALSE,6.7,390,PG-13,", right of way films, mr. mudd production, indian paintbrush",", 32157, 2130, 9350","12414, 199350","escaped convict, depressed mom",labor day,labor day,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53, 28, 878","Thriller, Action, Science Fiction",Left Behind,FALSE,16000000,218043,tt2467046,en,Left Behind,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,11.383076,/lWf8po2lGleVuzRB4lpHavVT1Lv.jpg,2014-10-03,19682924,110,Released,The End Begins,FALSE,3.8,492,PG-13,", stoney lake entertainment",", 16558","3800, 6548, 9714, 175103","airplane, the rapture, remake, pilot hero",left behind,left behind,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"36, 18","History, Drama",Les Misérables,FALSE,61000000,82695,tt1707386,en,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",26.758516,/qEsrAHoxj746FRb7OLGYjrx1AI3.jpg,2012-12-18,441809770,157,Released,Fight. Dream. Hope. Love.,FALSE,7.3,2429,PG-13,", working title films, relativity media, universal pictures",", 10163, 7295, 33","254, 642, 1411, 1820, 1919, 3412, 4319, 4344, 5638, 6092, 7246, 11196, 13027, 13072, 13092, 15232, 15234, 186951, 207928, 19th century","france, robbery, brothel, trip, mayor, star, french revolution, musical, arrest, army, barricade, rebellion, wedding, falling in love, corpse, parole, convict, girl disguised as boy",les misérables,les misérables,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53, 9648, 878","Thriller, Mystery, Science Fiction",Limitless,FALSE,27000000,51876,tt1219289,en,Limitless,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",13.066165,/bQfOFEeXxi51ijQrbQY9qvMtYhZ.jpg,2011-03-08,161849455,105,Released,What if a pill could make you rich and powerful?,FALSE,7.1,4832,PG-13,", relativity media, virgin produced, many rivers productions, boy of the year, intermedia, rogue pictures",", 7295, 8852, 8854, 8855, 8856, 134","242, 279, 1279, 6083, 8126, 9323, 10333, 10761, 13028, 14964, 33632, 156661, 211986","new york, usa, medicine, politician, pill, iq, stalking, superhuman, writer, drugs, apartment, threat, knowledge",limitless,limitless,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"10749, 18","Romance, Drama",Little Children,FALSE,26000000,1440,tt0404203,en,Little Children,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",8.182791,/225OXhGllrBJ6FWaYyiosxDU1us.jpg,2006-10-06,14821658,136,Released,NA,FALSE,7,313,R,", new line cinema, standard film company, bona fide productions",", 12, 716, 2570","390, 456, 579, 596, 970, 1157, 1415, 1664, 2337, 3090, 3256, 3451, 4029, 4481, 5500, 5501, 5502, 6259, 8440, 10103, 14632, 33451, 34094","skateboarding, mother, american football, adultery, parent child relationship, wife husband relationship, small town, eroticism, pedophilia, loser, infant, housewife, bourgeoisie, deceived wife, playground, stay-at-home dad, castration, psychopath, ex-cop, children, suburb, masturbation, extramarital affair",little children,little children,73,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80, 18, 53","Crime, Drama, Thriller",Live by Night,FALSE,108000000,259695,tt2361317,en,Live by Night,A story set in the Prohibition Era and centered around a group of individuals and their dealings in the world of organized crime.,9.62904,/utGq0tOcAPjm5DNMMAbDZi0JTik.jpg,2016-12-25,22678555,129,Released,Witness the price of the American Dream.,FALSE,6.2,561,R,", appian way, pearl street films, warner bros. pictures",", 562, 29313, 174","818, 947, 1196, 9673, 9748, 10085, 10291, 207876, 1920s, 214548, 1930s","based on novel, prohibition, florida, love, revenge, betrayal, organized crime",live by night,live by night,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10749","Drama, Romance",Love in the Time of Cholera,FALSE,45000000,6639,tt0484740,en,Love in the Time of Cholera,"In Colombia just after the Great War, an old man falls from a ladder; dying, he professes great love for his wife. After the funeral, a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza, a telegraph boy, falls in love with Fermina Daza, the daughter of a mule trader.",5.967289,/4qSOnBIYUUBmzMNRCXwsMYiJ0oN.jpg,2007-10-04,4607608,139,Released,How long would you wait for love?,FALSE,6.5,111,R,", new line cinema, grosvenor park media ltd.",", 12, 2053","572, 1459, 1605, 2148, 3344, 3452, 3737, 3799, 6038, 7728, 10508, 12974, 13005, 34094, 211269","sex, marriage proposal, new love, colombia, letter, love letter, dying and death, ship, marriage, cholera, teacher, principal, doctor, extramarital affair, emotions",love in the time of cholera,love in the time of cholera,65,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 35, 10749","Drama, Comedy, Romance",Miss Pettigrew Lives for a Day,FALSE,0,12178,tt0970468,en,Miss Pettigrew Lives for a Day,"Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer, Delysia Lafosse.",7.200111,/8upvDaxMou1RGU0EqbQYjAxri4p.jpg,2008-03-07,16051363,92,Released,Every Woman Will Have Her Day,FALSE,6.8,133,PG-13,", focus features, kudos productions ltd., shine pictures, twins financing, keylight productions",", 10146, 3445, 16880, 20899, 56982","212, 1956, 10229, 165468, 207592","london england, world war ii, singer, governess, piano",miss pettigrew lives for a day,miss pettigrew lives for a day,72,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80, 18, 9648","Crime, Drama, Mystery",Murder on the Orient Express,FALSE,55000000,392044,tt3402236,en,Murder on the Orient Express,Genius Belgian detective Hercule Poirot investigates the murder of an American tycoon aboard the Orient Express train.,41.087837,/iBlfxlw8qwtUS0R8YjIU7JtM6LM.jpg,2017-11-03,351717054,114,Released,Everyone is a suspect,FALSE,6.7,2961,PG-13,", the mark gordon company, scott free productions, latina pictures, genre films, the estate of agatha christie, 20th century fox",", 1557, 1645, 19108, 28788, 90555, 25","703, 818, 9714, 9826, 12570, 13008","detective, based on novel, remake, murder, whodunit, train",murder on the orient express,murder on the orient express,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9648, 12, 80","Mystery, Adventure, Crime",Nerve,FALSE,19000000,328387,tt3531824,en,Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",10.091162,/uM1dNEmcAeyDGjMcFLlkKOyBgft.jpg,2016-07-27,85241496,96,Released,Are you a watcher or a player?,FALSE,7.1,3170,PG-13,", keep your head, lionsgate, allison shearmur productions",", 79963, 1632, 47706","818, 1576, 11615, 12361, 13130, 14512, 18249, 186846, 201871, 212562, 223438, 229980, 235098","based on novel, technology, internet, hacking, teenager, new york city, game, adaptation, dare, cellphone video, based on young adult novel, smartphone, taking a risk",nerve,nerve,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 10749","Drama, Romance",Nights in Rodanthe,FALSE,0,14326,tt0956038,en,Nights in Rodanthe,"Two unhappy people's lives become entwined when they have a life changing romance. Adrienne is a woman who's trying to decide whether to stay in her unhappy marriage or not. Her life changes when Paul, a doctor who is traveling to reconcile with his estranged son, checks into an inn in a North Carolina beach town where she is staying.",7.347499,/kFQRUV5CspwoY7G0rVh5CZT8j6A.jpg,2008-09-26,84375061,97,Released,It's never too late for a second chance,FALSE,6,226,PG-13,", village roadshow pictures, dinovi pictures, warner bros. pictures",", 79, 813, 174","818, 966, 5809, 5922, 9840, 157337, 176793","based on novel, beach, marriage crisis, north carolina, romance, inn, middle age",nights in rodanthe,nights in rodanthe,49,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"9648, 10749, 53","Mystery, Romance, Thriller",Night Train to Lisbon,FALSE,7700000,160139,tt1654523,en,Night Train to Lisbon,"Raimund Gregorius, having saved a beautiful Portuguese woman from leaping to her death, stumbles upon a mesmerizing book by a Portuguese author, which compels him to suddenly abandon the boring life he has led for years and to embark on an enthralling adventure.  In search of the author, Gregorius acts as detective, pulling together pieces of a puzzle that involves political and emotional intrigue and the highest possible stakes. His voyage is one that transcends time and space, delving into the realms of history, medicine and love, all in search of true meaning to his life.",8.729697,/70NCPrI6qscWbVRRNMM0ZNq0sd6.jpg,2013-03-07,0,111,Released,Only when you are lost can you truly find yourself,FALSE,6.5,161,R,", tele münchen fernseh produktionsgesellschaft (tmg), studio hamburg filmproduktion, c-films ag, palmstar entertainment, efish entertainment, cinemate, k5 international, k5 film",", 7237, 680, 6663, 24277, 21917, 8683, 6715, 23437","477, 9957","train station, loneliness",night train to lisbon,night train to lisbon,35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 35, 10751, 14","Adventure, Comedy, Family, Fantasy",Nim's Island,FALSE,37000000,10488,tt0410377,en,Nim's Island,A young girl inhabits an isolated island with her scientist father and communicates with a reclusive author of the novel she's reading.,9.847347,/wNSQsaz1btAHSZ6vNJpjbVmQWQG.jpg,2008-04-03,100076342,96,Released,Be the hero of your own story.,FALSE,5.7,463,PG,", walden media",", 10221","855, 911, 2580, 2799, 3347, 4700, 4880, 5600, 6362, 10818, 11477, 12988, 187056, 189585, 208874","fictional place, exotic island, shipwreck, cruise, volcano, e-mail, liana, daughter, turtle, author, talking animal, pirate, woman director, iguana, sea lion",nim's island,nim's island,9,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"80, 18, 53","Crime, Drama, Thriller",No Country for Old Men,FALSE,25000000,6977,tt0477348,en,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",18.323901,/nBaqryObPuxmuAndWUjDE5rriTd.jpg,2007-11-08,171627166,122,Released,There are no clean getaways.,FALSE,7.8,4153,R,", paramount vantage, miramax films, scott rudin productions, mike zoss productions",", 838, 14, 258, 2092","1556, 2149, 2708, 5616, 9937","texas, drug traffic, hitman, united states–mexico barrier, suspense",no country for old men,no country for old men,62,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 35, 80","Action, Comedy, Crime",One for the Money,FALSE,40000000,54054,tt1598828,en,One for the Money,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",6.517406,/g8BxtvxvfbiM1UsJUyFjqeygrye.jpg,2012-01-26,36893721,91,Released,She's looking for a few not-so-good men,FALSE,5.4,476,PG-13,", lakeshore entertainment, sidney kimmel entertainment",", 126, 737","801, 818, 9840, 15124, 168333, 187056","bounty hunter, based on novel, romance, framed, bail jumper, woman director",one for the money,one for the money,26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53,Thriller,Our Kind of Traitor,FALSE,0,205588,tt1995390,en,Our Kind of Traitor,"A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",7.604611,/vZklhnvecz1mA5pv93v20fLdO8Y.jpg,2016-05-05,9930095,108,Released,Who Can You Trust With The Truth?,FALSE,6,215,R,", studiocanal, anton capital entertainment (ace), the ink factory, potboiler productions, film4 productions",", 694, 20664, 28275, 36615, 6705","818, 187056","based on novel, woman director",our kind of traitor,our kind of traitor,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 9648, 10749","Drama, Mystery, Romance",Paper Towns,FALSE,12000000,286565,tt3622592,en,Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",8.427188,/wAb39FuMWWrOROsitPVPqRcWPjH.jpg,2015-06-18,85512300,109,Released,Get Lost. Get Found.,FALSE,6.1,2608,PG-13,", fox 2000 pictures",", 711","6054, 6270, 13130, 160243, 223438","friendship, high school, teenager, classmate, based on young adult novel",paper towns,paper towns,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 53","Drama, Thriller",Paranoia,FALSE,35000000,115348,tt1413495,en,Paranoia,"An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.",6.593254,/kSxJnejeNaMlQv3I2hnvBMSOqoo.jpg,2013-08-14,13785015,106,Released,In a war between kings even a pawn can change the game.,FALSE,5.6,434,PG-13,", relativity media, gaumont, kintop pictures, reliance entertainment, im global, demarest films, emjag productions, film 360, e stars films",", 7295, 9, 1490, 7294, 7437, 13241, 14654, 34077, 36353","470, 818, 2340, 3088, 9758, 10685","spy, based on novel, paranoia, bodyguard, deception, escape",paranoia,paranoia,14,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 80","Action, Crime",Parker,FALSE,35000000,119283,tt1904996,en,Parker,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",9.87002,/f5KkE5sOdcNF7eb15cCTIzDVlys.jpg,2013-01-23,46216641,118,Released,"To get away clean, you have to play dirty.",FALSE,5.7,1617,R,", snd",", 2902","191604, 209672","professional thief, jewel robbery",parker,parker,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"16, 18","Animation, Drama",Persepolis,FALSE,7300000,2011,tt0808417,fr,Persepolis,"In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",8.845758,/dYvyF1RlNokAd1N7Nek0vDpYsV6.jpg,2007-05-23,0,95,Released,NA,FALSE,7.7,636,PG-13,", société des producteurs de l'angoa, sony pictures classics, procirep, soficinéma, france 3 cinéma, diaphana films, sofica europacorp, celluloid dreams, the kennedy/marshall company, région ile-de-france, fondation gan pour le cinéma, 2.4.7. films, french connection animations, centre national de la cinématographie",", 84593, 58, 311, 312, 591, 744, 854, 860, 862, 11246, 23677, 62546, 84592, 310","393, 970, 1228, 1970s, 1525, 2137, 4470, 4514, 6091, 161919, 173919, 187056","civil war, parent child relationship, puberty, totalitarian regime, punk, bomb alarm, war, adult animation, punk band, woman director",persepolis,persepolis,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10749","Drama, Romance",Pride & Prejudice,FALSE,28000000,4348,tt0414387,en,Pride & Prejudice,"Pride & Prejudice is a humorous story of love and life among English gentility during the Georgian era. Mr. Bennet is an English gentleman living in Hertfordshire with his overbearing wife and five daughters. If Mr. Bennet dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",19.916695,/lAb9l4kgc6QWnHamBzTnskt71A7.jpg,2005-09-16,121147947,135,Released,A romance ahead of its time.,FALSE,7.8,1980,PG,", scion films, focus features, universal pictures, studiocanal, working title films",", 7419, 10146, 33, 694, 10163","1338, 10350, 10360, 11707, 15060, 156498, 156501, 160279, 18th century, 165301","bachelor, beautiful, prejudice, suitor, period drama, georgian, pride, opposites attract",pride & prejudice,pride & prejudice,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 878, 14, 53, 27","Action, Science Fiction, Fantasy, Thriller, Horror",Priest,FALSE,60000000,38321,tt0822847,en,Priest,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.",8.770234,/pE28BDqICBPe3FgphsYSxtH6FcZ.jpg,2011-05-05,78309131,87,Released,The War is Eternal. His Mission is Just the Beginning.,FALSE,5.4,902,PG-13,", screen gems, michael de luca productions, stars road entertainment, tokyopop, buckaroo entertainment",", 3287, 11370, 8931, 22641, 11250","3133, 3571, 4458, 4565, 9259, 13087, 13140, 15002","vampire, crucifixion, post-apocalyptic, dystopia, vampire hunter, disobey, niece, dark hero",priest,priest,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"28, 12, 35, 80, 53","Action, Adventure, Comedy, Crime, Thriller",RED,FALSE,58000000,39514,tt1245526,en,RED,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",14.153405,/q2mwTRKrq1etP9S4SZVDIJq0wI2.jpg,2010-10-13,71664962,111,Released,Still armed. Still dangerous. Still got it.,FALSE,6.6,3401,PG-13,", dc comics, summit entertainment, di bonaventura pictures, dc entertainment",", 429, 491, 435, 9993","591, 4948, 11325, 12355, 18115, 18117, 165909","cia, retirement, shot to death, sniper rifle, retired, female spy, alarm",red,red,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 10749","Drama, Romance",Revolutionary Road,FALSE,35000000,4148,tt0959337,en,Revolutionary Road,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,17.577284,/bnOK1lmdlqdy2HX6IgKx9TQD7Ax.jpg,2008-12-19,75225693,119,Released,How do you break free without breaking apart?,FALSE,6.8,1175,R,", scott rudin productions, bbc films, neal street productions, evamere entertainment, goldcrest pictures, dreamworks",", 258, 288, 1522, 1550, 11843, 7","596, 931, 1326, 3658, 5809, 6981","adultery, jealousy, infidelity, career, marriage crisis, connecticut",revolutionary road,revolutionary road,30,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10749,Romance,Safe Haven,FALSE,28000000,112949,tt1702439,en,Safe Haven,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",9.230974,/q5u3anNtsMoCFi1uwK2UfWHkOFt.jpg,2013-02-07,97594140,115,Released,You know it when you find it,FALSE,7,1053,PG-13,", relativity media, temple hill entertainment",", 7295, 12292","818, 1415, 33476, 33479, 212643","based on novel, small town, widower, single father, abusive husband",safe haven,safe haven,44,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80, 18, 53","Crime, Drama, Thriller",Savages,FALSE,45000000,82525,tt1615065,en,Savages,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,7.900009,/ecN4PGSU6zhYlAUL8Jh4qyE2um9.jpg,2012-07-06,82966152,131,Released,Young Beautiful Deadly.,FALSE,6.3,979,R,", relativity media, ixtlan, onda entertainment",", 7295, 4198, 11802","1653, 4129, 14819, 34061, 156173, 156805, 182022, 184369, 186219, 186234, 186243, 186251, 186265, 186268, 186281","explosive, widow, violence, american abroad, eye gouging, dea agent, filmed killing, shot, southern california, surrogate daughter, laguna beach california, enforcer, gardner, skull mask, dea",savages,savages,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 14","Adventure, Fantasy",Seventh Son,FALSE,95000000,68737,tt1121096,en,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",16.049777,/A3SBRfCSgKNcW2IkbaaOgugLwRt.jpg,2014-12-12,114178613,102,Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",FALSE,5.2,1190,PG-13,", china film co., legendary pictures, thunder road pictures, outlaw sinema, moving picture company, pendle mountain productions, beijing skywheel entertainment co.",", 40890, 923, 3528, 13444, 20478, 40112, 90795","2343, 4238, 177895, 177900, 177901, 223438, 234213","magic, chosen one, dark fantasy, witch hunter, evil witch, based on young adult novel, sword and sorcery",seventh son,seventh son,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
